Metropolitan Core Based Statistical Area FIPS Code,Household-type of living quarters,Household-own/rent living quarters,Household-total family income in past 12 months,Demographics-highest level of school completed,Labor Force-employment status,Demographics-sex,Demographics-marital status,Weight-composited final weight,Household-total # of members,Weight-family,Weight-longitudinal weight,Weight-outgoing rotation weight,Weight-second stage weight (rake 6 final step weight),Year,Month
0,"House, Apartment, Flat",Not in Universe,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,2260.6391,3,1770.7753,3417.4730,0.0000,2305.7631,2024,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Female,Married - Spouse Present,3726.3995,2,3844.6643,0.0000,0.0000,3844.6643,2023,jan
0,Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"25,000 To 29,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Married - Spouse Present,3125.4751,2,3198.6848,0.0000,0.0000,3198.6848,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",9th Grade,Other-Not In Labor Force,Female,Never Married,1545.8999,3,1527.0987,2285.8606,0.0000,1527.0987,2022,jan
"Fayetteville, NC","House, Apartment, Flat",Rented for cash,"60,000 To 74,999",Some College But No Degree,Employed-At Work,Male,Never Married,5454.1504,4,5369.9724,7959.0562,0.0000,5369.9724,2023,jan
"Winston-Salem, NC","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,3916.8169,7,4190.6101,0.0000,0.0000,3948.1791,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,386.3368,6,385.5804,577.1618,0.0000,385.5804,2022,jan
"Fort Collins, CO","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Associate Deg.-Academic Program,Employed-At Work,Female,Married - Spouse Present,4753.4492,2,4714.6670,7057.2200,18425.1012,4714.6670,2022,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",Some College But No Degree,Employed-At Work,Female,Never Married,5574.7764,3,5473.1097,8192.5064,0.0000,5473.1097,2022,jan
"Kansas City, MO-KS","House, Apartment, Flat",Not in Universe,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Divorced,2223.5704,9,2217.8531,0.0000,0.0000,2217.8531,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Divorced,421.7913,3,424.5354,0.0000,0.0000,424.5354,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"12,500 To 14,999",Some College But No Degree,Disabled-Not In Labor Force,Female,Married - Spouse Present,1092.8526,3,1093.2360,1621.5740,0.0000,1093.2360,2023,jan
"Birmingham-Hoover, AL","House, Apartment, Flat",Rented for cash,"40,000 To 49,999",Some College But No Degree,Employed-At Work,Female,Divorced,2203.5120,2,2197.5437,3289.4262,0.0000,2197.5437,2022,jan
"Portland-Vancouver-Hillsboro, OR-WA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,2532.5131,3,1984.1266,3795.3194,0.0000,2560.7007,2023,jan
"Washington-Arlington-Alexandria, DC-VA-MD-WV","House, Apartment, Flat",Rented for cash,"10,000 To 12,499",5th Or 6th Grade,Disabled-Not In Labor Force,Female,Never Married,542.9236,1,533.6220,0.0000,0.0000,533.6220,2022,jan
"Urban Honolulu, HI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Retired-Not In Labor Force,Male,Widowed,694.5653,2,700.3376,0.0000,0.0000,700.3376,2022,jan
"Urban Honolulu, HI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",5th Or 6th Grade,Retired-Not In Labor Force,Male,Married - Spouse Present,726.7355,4,846.7344,1079.2281,0.0000,728.1548,2023,jan
"Birmingham-Hoover, AL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Employed-At Work,Male,Divorced,2191.2316,2,2177.2329,3258.0330,8691.2286,2177.2329,2022,jan
0,"House, Apartment, Flat",Not in Universe,"150,000 or More",Associate Degree-Occupational/Vocationl,Employed-At Work,Male,Married - Spouse Present,3282.0245,7,3589.2032,0.0000,0.0000,3323.7819,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",10th Grade,Employed-At Work,Female,Divorced,1855.9810,1,1879.4059,2787.6834,0.0000,1879.4059,2023,jan
"Los Angeles-Long Beach-Anaheim, CA","House, Apartment, Flat",Not in Universe,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Never Married,4072.5581,5,4149.4249,6150.0452,16560.1454,4149.4249,2024,jan
"Sioux Falls, SD","House, Apartment, Flat",Not in Universe,"150,000 or More",Associate Deg.-Academic Program,Employed-At Work,Female,Divorced,878.5424,3,866.7153,1287.0037,0.0000,866.7153,2024,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,4,6398.7312,0.0000,0.0000,6398.7312,2022,jan
"Springfield, MA","House, Apartment, Flat",Not in Universe,"150,000 or More",10th Grade,Other-Not In Labor Force,Male,Never Married,4152.7634,4,3916.9539,0.0000,0.0000,3916.9539,2024,jan
"Grand Rapids-Wyoming, MI",Hu In Rooming House,Rented for cash,"10,000 To 12,499",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,3783.1378,1,3731.8755,5584.4158,14998.4807,3731.8755,2022,jan
"Phoenix-Mesa-Scottsdale, AZ","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",Associate Degree-Occupational/Vocationl,Employed-At Work,Female,Never Married,4881.0193,4,4934.2157,7326.9205,0.0000,4934.2157,2024,jan
"San Diego-Carlsbad, CA","House, Apartment, Flat",Not in Universe,"40,000 To 49,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,2756.5693,0.0000,0.0000,2756.5693,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,355.9131,3,305.3514,528.5255,0.0000,353.1957,2022,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,6234.3883,1,6304.6534,9344.4041,0.0000,6304.6534,2024,jan
"Huntington-Ashland, WV-KY-OH","House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Male,Married - Spouse Present,754.4911,3,710.8924,1101.5924,0.0000,743.2425,2024,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"25,000 To 29,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,5107.3278,3,5121.5643,7666.2904,20854.8998,5121.5643,2022,jan
"Providence-Warwick, RI-MA","House, Apartment, Flat",Rented for cash,"15,000 To 19,999",High School Grad-Diploma Or Equiv (ged),Disabled-Not In Labor Force,Female,Divorced,1425.1853,1,1438.7437,2134.0583,0.0000,1438.7437,2023,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Not in Universe,"150,000 or More",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,5,4324.2236,0.0000,0.0000,4324.2236,2024,jan
0,"House, Apartment, Flat",Rented for cash,"30,000 To 34,999",7th Or 8th Grade,Other-Not In Labor Force,Male,Never Married,3865.1528,7,3757.2803,5568.8192,15826.3744,3757.2803,2023,jan
"Charleston, WV","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Widowed,669.0500,2,679.4493,1017.0439,0.0000,679.4493,2022,jan
0,"House, Apartment, Flat",Not in Universe,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Never Married,3570.1457,4,3621.6465,5367.8016,0.0000,3621.6465,2024,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Associate Deg.-Academic Program,Employed-At Work,Female,Married - Spouse Present,5381.3028,2,5656.5623,0.0000,0.0000,5656.5623,2024,jan
"Fresno, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-Absent,Female,Married - Spouse Present,4048.0906,2,4007.2416,5943.8573,0.0000,4007.2416,2023,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Occupied without payment of cash rent,"40,000 To 49,999","Bachelor's Degree(ex:ba,ab,bs)",Disabled-Not In Labor Force,Male,Married - Spouse Present,3929.1395,2,4397.0156,0.0000,0.0000,4047.0264,2023,jan
"Santa Fe, NM","House, Apartment, Flat",Not in Universe,"60,000 To 74,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Male,Married - Spouse Present,1341.1748,2,1202.3631,0.0000,0.0000,1320.5068,2024,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Male,Married - Spouse Present,3748.5006,2,3768.4280,5625.7712,14939.2519,3759.5119,2022,jan
"Urban Honolulu, HI","House, Apartment, Flat",Rented for cash,"40,000 To 49,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Widowed,816.6577,1,816.9669,1222.8892,0.0000,816.9669,2022,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,4153.9465,4,4184.3350,6206.5363,17083.7698,4184.3350,2023,jan
0,"House, Apartment, Flat",Not in Universe,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Divorced,918.1553,1,915.5765,1357.0162,3853.5564,915.5765,2024,jan
"Memphis, TN-MS-AR","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"35,000 To 39,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Divorced,5423.6636,2,5583.1644,8354.7031,0.0000,5583.1644,2022,jan
"Tulsa, OK","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Associate Deg.-Academic Program,Employed-At Work,Female,Married - Spouse Present,2054.8626,3,2041.1560,3030.9554,0.0000,2041.1560,2024,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",9th Grade,Employed-At Work,Female,Married - Spouse Present,1728.1125,2,1720.2864,2575.0364,7060.5370,1720.2864,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"60,000 To 74,999",Some College But No Degree,Retired-Not In Labor Force,Female,Married - Spouse Present,510.0452,2,505.5033,749.8025,0.0000,505.5033,2023,jan
"Riverside-San Bernardino-Ontario, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,5028.6575,3,4892.6495,0.0000,20480.0223,5089.6347,2023,jan
"Lafayette, LA","House, Apartment, Flat",Not in Universe,"150,000 or More",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Male,Married - Spouse Present,2084.3812,2,1649.7762,0.0000,0.0000,2049.3017,2024,jan
"Salinas, CA","House, Apartment, Flat",Rented for cash,"100,000 To 149,999",High School Grad-Diploma Or Equiv (ged),Employed-At Work,Female,Married - Spouse Present,3520.3287,4,3608.6118,0.0000,0.0000,3608.6118,2022,jan
0,"House, Apartment, Flat",Not in Universe,"150,000 or More",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,676.0920,4,701.0359,1019.2038,0.0000,687.6551,2024,jan
"Houston-The Woodlands-Sugar Land, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999",Some College But No Degree,Employed-At Work,Female,Married - Spouse Present,7014.1444,5,7014.5912,0.0000,0.0000,7014.5912,2023,jan
"Atlanta-Sandy Springs-Roswell, GA","House, Apartment, Flat",Not in Universe,"30,000 To 34,999",Some College But No Degree,Employed-At Work,Male,Never Married,4936.6738,1,4912.7512,0.0000,0.0000,4912.7512,2024,jan
"Provo-Orem, UT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Retired-Not In Labor Force,Male,Married - Spouse Present,1903.9984,2,1723.3380,0.0000,0.0000,1890.7229,2022,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,3758.4376,4,3817.9858,5715.0093,14568.2828,3817.9858,2022,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"Less Than $5,000",Some College But No Degree,Employed-At Work,Male,Married - Spouse Present,2779.2699,2,1899.9325,4133.8569,0.0000,2762.5162,2022,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Male,Never Married,5590.2595,1,5557.4555,0.0000,0.0000,5557.4555,2024,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,5292.3013,2,5254.4601,0.0000,0.0000,5254.4601,2023,jan
"Urban Honolulu, HI","House, Apartment, Flat",Not in Universe,"100,000 To 149,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,4,1543.7805,0.0000,0.0000,1543.7805,2024,jan
"Burlington-South Burlington, VT","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Divorced,498.4985,2,499.6816,747.9559,0.0000,499.6816,2022,jan
"Omaha-Council Bluffs, NE-IA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Disabled-Not In Labor Force,Female,Never Married,2420.0918,2,2427.2599,3600.3037,0.0000,2427.2599,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Not in Universe,"50,000 To 59,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Divorced,4402.2630,3,4396.8933,6529.0392,0.0000,4396.8933,2024,jan
"Austin-Round Rock, TX","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Married - Spouse Present,4823.9299,4,4872.7406,7227.6338,0.0000,4872.7406,2023,jan
"Des Moines-West Des Moines, IA","House, Apartment, Flat",Rented for cash,"25,000 To 29,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,9,1728.4897,0.0000,0.0000,1728.4897,2022,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Divorced,6596.9766,2,6616.3590,9813.9063,0.0000,6616.3590,2023,jan
"Dallas-Fort Worth-Arlington, TX","House, Apartment, Flat",Not in Universe,"50,000 To 59,999",9th Grade,Other-Not In Labor Force,Male,Never Married,5374.2164,4,5111.2614,7575.6255,20725.2143,5111.2614,2024,jan
"New York-Newark-Jersey City, NY-NJ-PA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"35,000 To 39,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Married - Spouse Present,5574.3589,2,5689.7095,8516.7271,0.0000,5689.7095,2022,jan
"Detroit-Warren-Dearborn, MI","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999",11th Grade,Other-Not In Labor Force,Male,Never Married,3921.5604,4,3772.9170,5591.9949,0.0000,3772.9170,2023,jan
"Nashville-Davidson--Murfreesboro--Franklin, TN","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,4286.0830,4,3061.2913,6550.5269,0.0000,4377.4947,2022,jan
"Jacksonville, FL",Mobile Home Or Trlr W/No Perm Rm Added,Owned Or Being Bought By A Hh Member,"40,000 To 49,999",Not in Universe,Not in Universe,Female,Not in Universe,0.0000,7,5083.2161,0.0000,0.0000,5083.2161,2023,jan
"San Francisco-Oakland-Hayward, CA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"50,000 To 59,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Never Married,3759.3578,4,3853.6354,5768.3719,0.0000,3853.6354,2022,jan
"Santa Cruz-Watsonville, CA","House, Apartment, Flat",Rented for cash,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Never Married,4148.5269,3,4128.8956,6119.6055,16564.6530,4128.8956,2023,jan
"Jackson, MS","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Never Married,1285.5149,2,1281.3730,1900.6337,0.0000,1281.3730,2023,jan
0,"House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"15,000 To 19,999",9th Grade,Retired-Not In Labor Force,Male,Widowed,1239.6947,1,1268.3160,1879.8231,0.0000,1268.3160,2023,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-Absent,Male,Married - Spouse Present,4843.7618,2,4679.2353,7022.5303,0.0000,4738.0987,2023,jan
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","House, Apartment, Flat",Not in Universe,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Widowed,682.3342,2,673.1227,999.5341,2703.5009,673.1227,2024,jan
"Jackson, MS","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"25,000 To 29,999",High School Grad-Diploma Or Equiv (ged),Retired-Not In Labor Force,Female,Widowed,1552.0186,1,1549.9033,2319.9961,0.0000,1549.9033,2022,jan
"Provo-Orem, UT","House, Apartment, Flat",Not in Universe,"60,000 To 74,999",High School Grad-Diploma Or Equiv (ged),Unemployed-Looking,Female,Never Married,2493.9109,4,3098.0356,4600.3381,0.0000,3098.0356,2024,jan
"Amarillo, TX","House, Apartment, Flat",Not in Universe,"35,000 To 39,999",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,2,4226.8670,0.0000,0.0000,4226.8670,2024,jan
"Boston-Cambridge-Newton, MA-NH","House, Apartment, Flat",Not in Universe,"150,000 or More",Not in Universe,Not in Universe,Male,Not in Universe,0.0000,6,3412.9152,0.0000,0.0000,3412.9152,2024,jan
0,"House, Apartment, Flat",Not in Universe,"40,000 To 49,999",9th Grade,Employed-At Work,Male,Never Married,2704.6111,7,2662.7160,3946.5286,9755.6268,2662.7160,2024,jan
"Miami-Fort Lauderdale-West Palm Beach, FL","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Female,Married - Spouse Present,4590.4593,2,4560.9043,0.0000,0.0000,4560.9043,2022,jan
"San Diego-Carlsbad, CA","House, Apartment, Flat",Not in Universe,"150,000 or More","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Married - Spouse Present,6121.9012,3,7638.5855,9013.0442,24214.3843,6081.0854,2024,jan
"Tucson, AZ","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"100,000 To 149,999","Bachelor's Degree(ex:ba,ab,bs)",Other-Not In Labor Force,Female,Married - Spouse Present,3287.2430,5,3328.9158,0.0000,0.0000,3328.9158,2023,jan
"Chicago-Naperville-Elgin, IL-IN-WI","House, Apartment, Flat",Not in Universe,"150,000 or More","MASTER'S DEGREE(EX:MA,MS,MEng,MEd,MSW)",Employed-At Work,Female,Never Married,3782.3513,1,3764.9135,5590.5991,15368.6880,3764.9135,2024,jan
"Atlanta-Sandy Springs-Roswell, GA","House, Apartment, Flat",Owned Or Being Bought By A Hh Member,"75,000 To 99,999","Bachelor's Degree(ex:ba,ab,bs)",Employed-At Work,Male,Divorced,4848.8167,1,4977.9696,7378.0528,0.0000,4977.9696,2023,jan
